preference_id,tenant_id,preferred_city,preferred_property_type,min_bedrooms,max_budget,preferred_furnishing,parking_required,amenity_preference,max_commute_distance_km
TP01303,T01303,Hyderabad,PG,2,119577,SEMI_FURNISHED,False,CLUBHOUSE,11.9
TP01304,T01304,Hyderabad,VILLA,2,44858,SEMI_FURNISHED,True,POWER_BACKUP,27.9
TP01305,T01305,Delhi,HOUSE,3,59203,SEMI_FURNISHED,True,POWER_BACKUP,4.5
TP01306,T01306,Mumbai,APARTMENT,2,48320,FULLY_FURNISHED,False,SECURITY,15.2
TP01307,T01307,Delhi,PG,2,77600,SEMI_FURNISHED,True,POWER_BACKUP,6.2
TP01308,T01308,Bangalore,VILLA,2,115295,SEMI_FURNISHED,False,AIR_CONDITIONING,18.3
TP01309,T01309,Kolkata,PG,2,87222,FULLY_FURNISHED,True,POWER_BACKUP,18.1
TP01310,T01310,Kolkata,PG,3,58829,SEMI_FURNISHED,True,GYM,29.9
TP01311,T01311,Hyderabad,PG,1,83400,FULLY_FURNISHED,True,CLUBHOUSE,12.4
TP01312,T01312,Hyderabad,PG,2,51636,UNFURNISHED,False,GARDEN,28.7
TP01313,T01313,Chennai,PG,1,72367,SEMI_FURNISHED,False,SECURITY,28.7
TP01314,T01314,Bangalore,HOUSE,2,67471,FULLY_FURNISHED,True,WIFI,15.6
TP01315,T01315,Chennai,HOUSE,1,116655,SEMI_FURNISHED,True,POWER_BACKUP,26.2
TP01316,T01316,Mumbai,HOUSE,2,114878,UNFURNISHED,True,PARKING,5.7
TP01317,T01317,Delhi,VILLA,3,28491,FULLY_FURNISHED,True,WIFI,8.9
TP01318,T01318,Delhi,APARTMENT,2,58175,SEMI_FURNISHED,False,POWER_BACKUP,26.0
TP01319,T01319,Hyderabad,PG,1,33628,FULLY_FURNISHED,True,CLUBHOUSE,17.2
TP01320,T01320,Kolkata,VILLA,2,40373,UNFURNISHED,False,POWER_BACKUP,4.6
TP01321,T01321,Chennai,VILLA,1,60490,SEMI_FURNISHED,True,AIR_CONDITIONING,4.3
TP01322,T01322,Mumbai,HOUSE,1,29939,FULLY_FURNISHED,False,SWIMMING_POOL,19.1
TP01323,T01323,Bangalore,APARTMENT,3,79908,UNFURNISHED,False,PARKING,18.2
TP01324,T01324,Bangalore,VILLA,2,44917,FULLY_FURNISHED,False,CLUBHOUSE,28.6
TP01325,T01325,Kolkata,VILLA,1,15296,UNFURNISHED,False,POWER_BACKUP,9.3
TP01326,T01326,Hyderabad,HOUSE,1,39866,FULLY_FURNISHED,True,SWIMMING_POOL,8.8
TP01327,T01327,Mumbai,PG,2,85391,FULLY_FURNISHED,True,LIFT,21.2
TP01328,T01328,Chennai,PG,2,119948,SEMI_FURNISHED,False,CLUBHOUSE,2.4
TP01329,T01329,Chennai,PG,1,113522,SEMI_FURNISHED,False,GARDEN,12.6
TP01330,T01330,Delhi,HOUSE,3,117053,SEMI_FURNISHED,False,PARKING,18.3
TP01331,T01331,Chennai,VILLA,3,46293,UNFURNISHED,False,SECURITY,25.6
TP01332,T01332,Chennai,PG,3,80712,FULLY_FURNISHED,False,LIFT,28.6
TP01333,T01333,Mumbai,VILLA,3,66350,FULLY_FURNISHED,True,AIR_CONDITIONING,22.5
TP01334,T01334,Bangalore,VILLA,3,66439,SEMI_FURNISHED,False,CLUBHOUSE,14.0
TP01335,T01335,Chennai,VILLA,3,76028,FULLY_FURNISHED,False,LIFT,9.4
TP01336,T01336,Delhi,HOUSE,3,99180,FULLY_FURNISHED,False,LIFT,26.7
TP01337,T01337,Kolkata,VILLA,3,38877,UNFURNISHED,True,CLUBHOUSE,28.9
TP01338,T01338,Bangalore,APARTMENT,1,23237,FULLY_FURNISHED,True,AIR_CONDITIONING,2.9
TP01339,T01339,Chennai,VILLA,1,101650,FULLY_FURNISHED,True,POWER_BACKUP,3.1
TP01340,T01340,Hyderabad,APARTMENT,2,64710,FULLY_FURNISHED,True,GARDEN,10.6
TP01341,T01341,Mumbai,VILLA,1,14380,UNFURNISHED,True,PARKING,16.9
TP01342,T01342,Chennai,PG,3,115259,UNFURNISHED,False,WIFI,19.2
TP01343,T01343,Bangalore,VILLA,3,21514,UNFURNISHED,False,PARKING,26.4
TP01344,T01344,Mumbai,HOUSE,3,104889,SEMI_FURNISHED,True,LIFT,9.5
TP01345,T01345,Delhi,HOUSE,1,75346,FULLY_FURNISHED,False,GYM,20.1
TP01346,T01346,Chennai,PG,3,19684,SEMI_FURNISHED,True,PARKING,2.2
TP01347,T01347,Bangalore,PG,3,36016,FULLY_FURNISHED,True,GARDEN,12.3
TP01348,T01348,Delhi,APARTMENT,2,35818,SEMI_FURNISHED,True,GARDEN,4.1
TP01349,T01349,Chennai,HOUSE,3,12086,UNFURNISHED,False,PARKING,8.2
TP01350,T01350,Kolkata,APARTMENT,3,16573,SEMI_FURNISHED,False,POWER_BACKUP,14.7
TP01351,T01351,Delhi,PG,1,65093,SEMI_FURNISHED,False,WIFI,12.2
TP01352,T01352,Hyderabad,PG,3,97062,FULLY_FURNISHED,False,GARDEN,5.1
TP01353,T01353,Mumbai,APARTMENT,1,70501,SEMI_FURNISHED,False,WIFI,3.5
TP01354,T01354,Bangalore,VILLA,1,19934,SEMI_FURNISHED,True,PARKING,3.6
TP01355,T01355,Kolkata,VILLA,3,15993,FULLY_FURNISHED,True,POWER_BACKUP,16.9
TP01356,T01356,Bangalore,APARTMENT,1,66884,UNFURNISHED,False,LIFT,15.7
TP01357,T01357,Bangalore,HOUSE,3,48100,FULLY_FURNISHED,True,GYM,10.2
TP01358,T01358,Chennai,PG,2,43507,SEMI_FURNISHED,False,SWIMMING_POOL,19.2
TP01359,T01359,Kolkata,VILLA,1,32532,SEMI_FURNISHED,True,SWIMMING_POOL,8.7
TP01360,T01360,Hyderabad,APARTMENT,1,108097,UNFURNISHED,False,GARDEN,22.7
TP01361,T01361,Mumbai,VILLA,1,15006,FULLY_FURNISHED,False,LIFT,27.8
TP01362,T01362,Chennai,VILLA,2,51739,UNFURNISHED,False,POWER_BACKUP,12.2
TP01363,T01363,Bangalore,APARTMENT,1,92725,FULLY_FURNISHED,False,CLUBHOUSE,22.8
TP01364,T01364,Mumbai,PG,3,71702,UNFURNISHED,True,LIFT,15.0
TP01365,T01365,Bangalore,HOUSE,2,83266,SEMI_FURNISHED,False,SECURITY,14.1
TP01366,T01366,Chennai,PG,3,111727,FULLY_FURNISHED,False,SWIMMING_POOL,28.2
TP01367,T01367,Delhi,PG,3,36508,FULLY_FURNISHED,False,GARDEN,15.4
TP01368,T01368,Mumbai,PG,3,19054,UNFURNISHED,True,GARDEN,26.7
TP01369,T01369,Delhi,APARTMENT,3,113397,FULLY_FURNISHED,True,WIFI,5.4
TP01370,T01370,Kolkata,APARTMENT,2,65719,SEMI_FURNISHED,False,AIR_CONDITIONING,7.6
TP01371,T01371,Chennai,VILLA,2,15466,FULLY_FURNISHED,False,WIFI,27.8
TP01372,T01372,Chennai,HOUSE,2,95072,UNFURNISHED,False,LIFT,28.4
TP01373,T01373,Hyderabad,HOUSE,3,95441,UNFURNISHED,False,LIFT,26.9
TP01374,T01374,Mumbai,PG,1,37524,UNFURNISHED,True,CLUBHOUSE,26.8
TP01375,T01375,Mumbai,PG,2,114484,FULLY_FURNISHED,False,GYM,5.0
TP01376,T01376,Delhi,APARTMENT,3,102584,SEMI_FURNISHED,False,GARDEN,23.4
TP01377,T01377,Chennai,APARTMENT,1,12560,FULLY_FURNISHED,False,CLUBHOUSE,2.6
TP01378,T01378,Mumbai,VILLA,3,33705,UNFURNISHED,False,WIFI,3.9
TP01379,T01379,Bangalore,PG,2,114593,UNFURNISHED,False,POWER_BACKUP,23.7
TP01380,T01380,Kolkata,VILLA,2,59789,FULLY_FURNISHED,False,WIFI,5.5
TP01381,T01381,Kolkata,APARTMENT,3,79289,SEMI_FURNISHED,False,LIFT,21.2
TP01382,T01382,Hyderabad,VILLA,1,84302,SEMI_FURNISHED,False,WIFI,22.4
TP01383,T01383,Bangalore,HOUSE,1,80871,SEMI_FURNISHED,False,SWIMMING_POOL,15.8
TP01384,T01384,Bangalore,VILLA,3,107113,SEMI_FURNISHED,True,CLUBHOUSE,9.7
TP01385,T01385,Delhi,APARTMENT,2,22949,SEMI_FURNISHED,False,LIFT,21.6
TP01386,T01386,Hyderabad,PG,1,87755,UNFURNISHED,True,GYM,28.1
TP01387,T01387,Delhi,HOUSE,2,56219,UNFURNISHED,True,PARKING,9.7
TP01388,T01388,Kolkata,HOUSE,2,16337,SEMI_FURNISHED,True,AIR_CONDITIONING,24.4
TP01389,T01389,Delhi,APARTMENT,2,37482,SEMI_FURNISHED,False,SWIMMING_POOL,5.0
TP01390,T01390,Hyderabad,PG,2,62188,SEMI_FURNISHED,False,PARKING,9.6
TP01391,T01391,Bangalore,VILLA,3,80626,FULLY_FURNISHED,True,WIFI,7.5
TP01392,T01392,Chennai,APARTMENT,3,118703,FULLY_FURNISHED,False,POWER_BACKUP,27.1
TP01393,T01393,Mumbai,APARTMENT,1,83091,SEMI_FURNISHED,False,SECURITY,14.9
TP01394,T01394,Mumbai,APARTMENT,3,48675,SEMI_FURNISHED,True,GARDEN,2.7
TP01395,T01395,Mumbai,APARTMENT,1,104789,UNFURNISHED,False,AIR_CONDITIONING,4.2
TP01396,T01396,Bangalore,PG,2,17428,UNFURNISHED,False,SWIMMING_POOL,6.8
TP01397,T01397,Hyderabad,HOUSE,1,22189,SEMI_FURNISHED,False,SECURITY,9.6
TP01398,T01398,Chennai,APARTMENT,1,97440,UNFURNISHED,True,SWIMMING_POOL,14.2
TP01399,T01399,Hyderabad,HOUSE,2,44750,SEMI_FURNISHED,True,LIFT,4.3
TP01400,T01400,Mumbai,VILLA,2,74974,FULLY_FURNISHED,True,CLUBHOUSE,9.8
TP01401,T01401,Delhi,PG,3,18294,SEMI_FURNISHED,True,PARKING,4.8
TP01402,T01402,Chennai,PG,2,21538,FULLY_FURNISHED,True,AIR_CONDITIONING,28.2
TP01403,T01403,Kolkata,APARTMENT,3,91093,UNFURNISHED,False,PARKING,5.9
TP01404,T01404,Chennai,APARTMENT,3,62730,SEMI_FURNISHED,False,LIFT,6.0
TP01405,T01405,Bangalore,VILLA,1,84457,SEMI_FURNISHED,True,SECURITY,6.3
TP01406,T01406,Bangalore,PG,3,95951,FULLY_FURNISHED,False,POWER_BACKUP,9.4
TP01407,T01407,Delhi,VILLA,2,77871,SEMI_FURNISHED,False,WIFI,14.6
TP01408,T01408,Kolkata,HOUSE,1,37883,UNFURNISHED,True,LIFT,9.1
TP01409,T01409,Delhi,PG,1,90681,SEMI_FURNISHED,False,GYM,4.8
TP01410,T01410,Bangalore,VILLA,3,100606,SEMI_FURNISHED,False,PARKING,15.1
TP01411,T01411,Mumbai,HOUSE,3,41445,SEMI_FURNISHED,False,WIFI,9.1
TP01412,T01412,Delhi,PG,3,28968,UNFURNISHED,True,SECURITY,25.5
TP01413,T01413,Hyderabad,HOUSE,1,61556,SEMI_FURNISHED,True,WIFI,26.7
TP01414,T01414,Delhi,VILLA,3,36807,SEMI_FURNISHED,False,SECURITY,6.0
TP01415,T01415,Kolkata,VILLA,3,30084,UNFURNISHED,False,CLUBHOUSE,2.5
TP01416,T01416,Kolkata,HOUSE,3,72712,SEMI_FURNISHED,False,AIR_CONDITIONING,20.0
TP01417,T01417,Delhi,HOUSE,2,95681,FULLY_FURNISHED,True,AIR_CONDITIONING,8.6
TP01418,T01418,Mumbai,VILLA,2,64751,UNFURNISHED,False,SECURITY,20.2
TP01419,T01419,Delhi,APARTMENT,3,74383,FULLY_FURNISHED,False,AIR_CONDITIONING,23.3
TP01420,T01420,Kolkata,PG,2,112304,SEMI_FURNISHED,False,SECURITY,18.4
TP01421,T01421,Bangalore,HOUSE,1,103483,SEMI_FURNISHED,True,WIFI,23.9
TP01422,T01422,Hyderabad,VILLA,3,29129,FULLY_FURNISHED,False,AIR_CONDITIONING,14.2
TP01423,T01423,Kolkata,VILLA,2,33073,UNFURNISHED,False,LIFT,15.0
TP01424,T01424,Mumbai,PG,1,20754,SEMI_FURNISHED,False,PARKING,7.0
TP01425,T01425,Hyderabad,PG,2,102453,FULLY_FURNISHED,True,LIFT,23.5
TP01426,T01426,Kolkata,APARTMENT,1,40271,SEMI_FURNISHED,False,CLUBHOUSE,11.1
TP01427,T01427,Chennai,PG,3,28689,UNFURNISHED,True,AIR_CONDITIONING,28.2
TP01428,T01428,Delhi,VILLA,2,58875,UNFURNISHED,False,AIR_CONDITIONING,24.9
TP01429,T01429,Hyderabad,PG,3,78402,UNFURNISHED,False,POWER_BACKUP,16.5
TP01430,T01430,Delhi,HOUSE,1,27041,SEMI_FURNISHED,False,LIFT,2.7
TP01431,T01431,Kolkata,PG,1,70278,UNFURNISHED,True,LIFT,23.4
TP01432,T01432,Hyderabad,PG,1,39052,UNFURNISHED,True,SECURITY,8.2
TP01433,T01433,Chennai,PG,2,18358,SEMI_FURNISHED,False,LIFT,14.3
TP01434,T01434,Kolkata,HOUSE,1,90565,SEMI_FURNISHED,True,SECURITY,29.2
TP01435,T01435,Kolkata,HOUSE,1,49160,SEMI_FURNISHED,True,SWIMMING_POOL,21.8
TP01436,T01436,Delhi,HOUSE,2,26448,UNFURNISHED,False,POWER_BACKUP,28.1
TP01437,T01437,Delhi,HOUSE,1,92368,UNFURNISHED,True,GYM,27.0
TP01438,T01438,Kolkata,APARTMENT,3,39036,UNFURNISHED,False,LIFT,23.8
TP01439,T01439,Mumbai,VILLA,3,20929,SEMI_FURNISHED,False,PARKING,8.3
TP01440,T01440,Chennai,HOUSE,3,109570,UNFURNISHED,True,GARDEN,24.5
TP01441,T01441,Chennai,PG,3,110355,UNFURNISHED,False,AIR_CONDITIONING,4.6
TP01442,T01442,Bangalore,PG,2,94240,FULLY_FURNISHED,True,CLUBHOUSE,4.0
TP01443,T01443,Chennai,APARTMENT,1,68399,FULLY_FURNISHED,False,GYM,14.8
TP01444,T01444,Chennai,PG,2,90432,UNFURNISHED,False,WIFI,29.6
TP01445,T01445,Chennai,APARTMENT,2,78750,UNFURNISHED,True,CLUBHOUSE,14.6
TP01446,T01446,Bangalore,HOUSE,1,113529,UNFURNISHED,False,PARKING,10.0
TP01447,T01447,Kolkata,PG,1,28208,UNFURNISHED,False,AIR_CONDITIONING,6.8
TP01448,T01448,Mumbai,APARTMENT,3,27977,UNFURNISHED,False,PARKING,7.3
TP01449,T01449,Kolkata,PG,3,83210,UNFURNISHED,False,SWIMMING_POOL,29.0
TP01450,T01450,Kolkata,PG,2,82892,SEMI_FURNISHED,False,LIFT,17.5
TP01451,T01451,Kolkata,VILLA,1,111083,SEMI_FURNISHED,True,SWIMMING_POOL,10.0
TP01452,T01452,Bangalore,VILLA,1,119237,FULLY_FURNISHED,False,CLUBHOUSE,12.8
TP01453,T01453,Mumbai,VILLA,2,46839,UNFURNISHED,True,GYM,24.7
TP01454,T01454,Bangalore,HOUSE,3,12137,UNFURNISHED,False,AIR_CONDITIONING,9.6
TP01455,T01455,Mumbai,VILLA,1,100953,UNFURNISHED,False,POWER_BACKUP,23.6
TP01456,T01456,Mumbai,VILLA,1,117768,FULLY_FURNISHED,True,CLUBHOUSE,11.4
TP01457,T01457,Bangalore,APARTMENT,2,82051,FULLY_FURNISHED,False,POWER_BACKUP,17.1
TP01458,T01458,Mumbai,APARTMENT,1,81115,FULLY_FURNISHED,True,CLUBHOUSE,25.7
TP01459,T01459,Hyderabad,PG,3,75808,SEMI_FURNISHED,False,SECURITY,12.3
TP01460,T01460,Kolkata,PG,2,60544,SEMI_FURNISHED,True,GARDEN,10.1
TP01461,T01461,Mumbai,HOUSE,3,94600,UNFURNISHED,False,GYM,12.0
TP01462,T01462,Chennai,VILLA,3,38782,SEMI_FURNISHED,False,GARDEN,26.3
TP01463,T01463,Delhi,PG,3,107130,UNFURNISHED,True,GARDEN,24.5
TP01464,T01464,Bangalore,HOUSE,1,79619,SEMI_FURNISHED,False,SECURITY,2.3
TP01465,T01465,Hyderabad,HOUSE,1,36751,SEMI_FURNISHED,False,SECURITY,5.8
TP01466,T01466,Delhi,HOUSE,2,14899,UNFURNISHED,True,SWIMMING_POOL,29.5
TP01467,T01467,Delhi,VILLA,1,77818,FULLY_FURNISHED,True,GARDEN,12.6
TP01468,T01468,Kolkata,PG,3,98438,SEMI_FURNISHED,True,GARDEN,7.1
TP01469,T01469,Hyderabad,PG,1,24825,SEMI_FURNISHED,True,AIR_CONDITIONING,12.0
TP01470,T01470,Bangalore,PG,3,111365,FULLY_FURNISHED,False,WIFI,28.4
TP01471,T01471,Hyderabad,APARTMENT,3,48381,UNFURNISHED,False,SWIMMING_POOL,23.9
TP01472,T01472,Chennai,PG,1,91947,FULLY_FURNISHED,True,AIR_CONDITIONING,3.0
TP01473,T01473,Delhi,APARTMENT,3,119166,FULLY_FURNISHED,True,SECURITY,11.2
TP01474,T01474,Kolkata,HOUSE,1,47996,FULLY_FURNISHED,False,GYM,18.7
TP01475,T01475,Kolkata,HOUSE,3,93995,UNFURNISHED,True,LIFT,5.1
TP01476,T01476,Chennai,VILLA,3,98957,UNFURNISHED,True,PARKING,5.0
TP01477,T01477,Bangalore,PG,2,22903,FULLY_FURNISHED,False,SECURITY,20.8
TP01478,T01478,Delhi,HOUSE,2,43612,UNFURNISHED,False,GARDEN,15.4
TP01479,T01479,Kolkata,APARTMENT,1,101841,SEMI_FURNISHED,False,AIR_CONDITIONING,23.4
TP01480,T01480,Mumbai,PG,1,97589,FULLY_FURNISHED,False,GYM,14.5
TP01481,T01481,Hyderabad,VILLA,1,34849,UNFURNISHED,False,GARDEN,6.9
TP01482,T01482,Delhi,VILLA,2,101763,SEMI_FURNISHED,False,LIFT,7.3
TP01483,T01483,Bangalore,PG,3,106975,UNFURNISHED,False,GARDEN,19.0
TP01484,T01484,Kolkata,PG,1,99760,FULLY_FURNISHED,True,GARDEN,13.6
TP01485,T01485,Chennai,VILLA,2,93417,SEMI_FURNISHED,True,SWIMMING_POOL,3.2
TP01486,T01486,Delhi,APARTMENT,1,41769,FULLY_FURNISHED,True,SECURITY,26.8
TP01487,T01487,Bangalore,HOUSE,3,83591,UNFURNISHED,True,SWIMMING_POOL,18.4
TP01488,T01488,Kolkata,APARTMENT,1,97882,SEMI_FURNISHED,True,WIFI,23.0
TP01489,T01489,Chennai,APARTMENT,2,60881,UNFURNISHED,False,CLUBHOUSE,14.4
TP01490,T01490,Bangalore,VILLA,1,112518,SEMI_FURNISHED,True,CLUBHOUSE,15.0
TP01491,T01491,Hyderabad,APARTMENT,3,26162,UNFURNISHED,False,SECURITY,3.0
TP01492,T01492,Delhi,PG,3,36632,UNFURNISHED,False,CLUBHOUSE,12.9
TP01493,T01493,Hyderabad,VILLA,2,55837,FULLY_FURNISHED,False,PARKING,6.2
TP01494,T01494,Bangalore,APARTMENT,1,72771,UNFURNISHED,False,POWER_BACKUP,10.7
TP01495,T01495,Kolkata,VILLA,2,38084,SEMI_FURNISHED,False,PARKING,26.8
TP01496,T01496,Chennai,APARTMENT,1,26566,SEMI_FURNISHED,True,AIR_CONDITIONING,7.3
TP01497,T01497,Bangalore,VILLA,1,35881,SEMI_FURNISHED,True,POWER_BACKUP,28.7
TP01498,T01498,Bangalore,VILLA,2,104648,FULLY_FURNISHED,False,PARKING,25.0
TP01499,T01499,Mumbai,VILLA,1,65333,UNFURNISHED,True,PARKING,15.9
TP01500,T01500,Hyderabad,VILLA,2,17595,FULLY_FURNISHED,False,POWER_BACKUP,29.1
TP01501,T01501,Bangalore,APARTMENT,2,56816,FULLY_FURNISHED,False,POWER_BACKUP,21.2
TP01502,T01502,Kolkata,APARTMENT,3,85040,UNFURNISHED,False,CLUBHOUSE,7.6
TP01503,T01503,Chennai,VILLA,1,17481,SEMI_FURNISHED,True,SWIMMING_POOL,3.9
TP01504,T01504,Bangalore,VILLA,2,45161,UNFURNISHED,True,LIFT,23.3
TP01505,T01505,Bangalore,HOUSE,1,80706,FULLY_FURNISHED,True,POWER_BACKUP,25.2
TP01506,T01506,Mumbai,VILLA,1,41212,SEMI_FURNISHED,True,SWIMMING_POOL,15.3
TP01507,T01507,Hyderabad,HOUSE,3,73375,SEMI_FURNISHED,False,PARKING,9.6
TP01508,T01508,Hyderabad,APARTMENT,3,58157,FULLY_FURNISHED,True,PARKING,3.4
TP01509,T01509,Delhi,APARTMENT,1,82269,SEMI_FURNISHED,True,AIR_CONDITIONING,18.9
TP01510,T01510,Kolkata,HOUSE,2,45521,FULLY_FURNISHED,False,PARKING,11.6
TP01511,T01511,Hyderabad,APARTMENT,3,65970,UNFURNISHED,False,PARKING,14.4
TP01512,T01512,Mumbai,VILLA,1,40586,SEMI_FURNISHED,True,POWER_BACKUP,11.0
TP01513,T01513,Delhi,APARTMENT,2,96416,UNFURNISHED,True,PARKING,14.6
TP01514,T01514,Bangalore,PG,1,93194,FULLY_FURNISHED,True,GARDEN,11.0
TP01515,T01515,Kolkata,APARTMENT,2,75903,UNFURNISHED,False,PARKING,25.6
TP01516,T01516,Hyderabad,HOUSE,2,34934,SEMI_FURNISHED,False,SWIMMING_POOL,21.9
TP01517,T01517,Chennai,PG,1,17217,FULLY_FURNISHED,True,PARKING,21.1
TP01518,T01518,Hyderabad,HOUSE,3,63920,UNFURNISHED,True,GYM,18.3
TP01519,T01519,Chennai,APARTMENT,2,116643,SEMI_FURNISHED,True,WIFI,24.3
TP01520,T01520,Hyderabad,APARTMENT,1,22999,FULLY_FURNISHED,False,SWIMMING_POOL,7.5
TP01521,T01521,Delhi,HOUSE,3,67778,FULLY_FURNISHED,False,GYM,24.0
TP01522,T01522,Mumbai,VILLA,1,50619,UNFURNISHED,False,POWER_BACKUP,2.7
TP01523,T01523,Mumbai,VILLA,3,27721,UNFURNISHED,True,PARKING,17.1
TP01524,T01524,Hyderabad,HOUSE,1,104922,FULLY_FURNISHED,True,SWIMMING_POOL,24.4
TP01525,T01525,Mumbai,PG,1,30023,FULLY_FURNISHED,True,CLUBHOUSE,20.4
TP01526,T01526,Kolkata,VILLA,1,112764,UNFURNISHED,True,LIFT,18.1
TP01527,T01527,Mumbai,APARTMENT,1,70572,UNFURNISHED,False,CLUBHOUSE,3.0
TP01528,T01528,Bangalore,VILLA,1,14026,SEMI_FURNISHED,True,SECURITY,7.3
TP01529,T01529,Hyderabad,APARTMENT,3,99506,FULLY_FURNISHED,True,GARDEN,8.3
TP01530,T01530,Chennai,APARTMENT,1,33689,FULLY_FURNISHED,False,SECURITY,23.1
TP01531,T01531,Mumbai,VILLA,1,17182,UNFURNISHED,False,PARKING,27.8
TP01532,T01532,Bangalore,VILLA,1,40242,UNFURNISHED,True,POWER_BACKUP,6.1
TP01533,T01533,Mumbai,VILLA,1,14062,SEMI_FURNISHED,True,AIR_CONDITIONING,3.4
TP01534,T01534,Hyderabad,VILLA,3,53761,UNFURNISHED,False,SECURITY,22.0
TP01535,T01535,Chennai,HOUSE,3,38531,FULLY_FURNISHED,False,SECURITY,11.1
TP01536,T01536,Kolkata,APARTMENT,1,64305,SEMI_FURNISHED,False,SECURITY,10.8
TP01537,T01537,Hyderabad,VILLA,1,26799,SEMI_FURNISHED,True,CLUBHOUSE,20.5
TP01538,T01538,Kolkata,VILLA,1,18453,SEMI_FURNISHED,False,LIFT,24.3
TP01539,T01539,Hyderabad,VILLA,3,85870,FULLY_FURNISHED,True,SWIMMING_POOL,10.1
TP01540,T01540,Delhi,APARTMENT,2,52539,SEMI_FURNISHED,True,GYM,29.6
TP01541,T01541,Bangalore,VILLA,1,108659,SEMI_FURNISHED,True,SWIMMING_POOL,24.0
TP01542,T01542,Bangalore,APARTMENT,1,44187,FULLY_FURNISHED,True,SECURITY,4.0
TP01543,T01543,Chennai,HOUSE,2,52302,UNFURNISHED,False,GYM,21.2
TP01544,T01544,Bangalore,PG,1,86180,UNFURNISHED,True,GYM,27.2
TP01545,T01545,Chennai,VILLA,1,50702,FULLY_FURNISHED,False,SWIMMING_POOL,3.4
TP01546,T01546,Chennai,APARTMENT,1,23065,FULLY_FURNISHED,False,SWIMMING_POOL,17.1
TP01547,T01547,Mumbai,VILLA,2,43312,UNFURNISHED,True,SWIMMING_POOL,16.6
TP01548,T01548,Mumbai,APARTMENT,2,81114,SEMI_FURNISHED,True,AIR_CONDITIONING,22.7
TP01549,T01549,Bangalore,APARTMENT,2,83477,SEMI_FURNISHED,False,POWER_BACKUP,14.1
TP01550,T01550,Mumbai,APARTMENT,2,26921,UNFURNISHED,True,GARDEN,9.0
TP01551,T01551,Delhi,VILLA,1,50629,UNFURNISHED,False,AIR_CONDITIONING,11.2
TP01552,T01552,Mumbai,PG,3,77024,SEMI_FURNISHED,False,AIR_CONDITIONING,2.9
TP01553,T01553,Chennai,VILLA,2,53081,UNFURNISHED,False,WIFI,27.4
TP01554,T01554,Kolkata,APARTMENT,3,99139,UNFURNISHED,False,WIFI,29.5
TP01555,T01555,Delhi,VILLA,2,83400,SEMI_FURNISHED,True,GYM,14.6
TP01556,T01556,Chennai,PG,1,13866,FULLY_FURNISHED,False,PARKING,26.2
TP01557,T01557,Chennai,PG,2,17884,SEMI_FURNISHED,False,SWIMMING_POOL,27.0
TP01558,T01558,Hyderabad,PG,3,47061,UNFURNISHED,False,CLUBHOUSE,17.9
TP01559,T01559,Bangalore,PG,2,22641,FULLY_FURNISHED,True,PARKING,10.2
TP01560,T01560,Mumbai,VILLA,2,119796,SEMI_FURNISHED,True,PARKING,19.9
TP01561,T01561,Delhi,VILLA,2,104201,SEMI_FURNISHED,True,AIR_CONDITIONING,23.4
TP01562,T01562,Mumbai,HOUSE,2,34906,UNFURNISHED,True,POWER_BACKUP,23.7
TP01563,T01563,Chennai,VILLA,2,64684,UNFURNISHED,True,SWIMMING_POOL,16.0
TP01564,T01564,Kolkata,HOUSE,3,101516,UNFURNISHED,False,AIR_CONDITIONING,21.5
TP01565,T01565,Hyderabad,VILLA,3,106553,SEMI_FURNISHED,True,LIFT,25.4
TP01566,T01566,Mumbai,PG,1,67249,SEMI_FURNISHED,False,POWER_BACKUP,24.5
TP01567,T01567,Hyderabad,VILLA,3,64411,UNFURNISHED,False,SWIMMING_POOL,8.3
TP01568,T01568,Bangalore,VILLA,3,12898,SEMI_FURNISHED,True,SECURITY,17.1
TP01569,T01569,Chennai,APARTMENT,3,88158,FULLY_FURNISHED,True,SWIMMING_POOL,13.6
TP01570,T01570,Delhi,PG,2,88373,FULLY_FURNISHED,False,PARKING,7.2
TP01571,T01571,Chennai,VILLA,3,72165,UNFURNISHED,True,WIFI,15.3
TP01572,T01572,Bangalore,APARTMENT,2,23200,FULLY_FURNISHED,True,GARDEN,6.3
TP01573,T01573,Bangalore,HOUSE,3,12147,SEMI_FURNISHED,False,POWER_BACKUP,9.0
TP01574,T01574,Bangalore,VILLA,1,86936,UNFURNISHED,False,WIFI,9.3
TP01575,T01575,Delhi,HOUSE,2,14360,UNFURNISHED,True,PARKING,15.6
TP01576,T01576,Bangalore,VILLA,3,92093,UNFURNISHED,False,PARKING,5.7
TP01577,T01577,Chennai,APARTMENT,1,33128,SEMI_FURNISHED,True,SECURITY,21.3
TP01578,T01578,Kolkata,PG,1,21102,FULLY_FURNISHED,True,SECURITY,27.0
TP01579,T01579,Mumbai,PG,1,46486,UNFURNISHED,False,CLUBHOUSE,20.0
TP01580,T01580,Mumbai,VILLA,1,91295,SEMI_FURNISHED,True,SWIMMING_POOL,14.2
TP01581,T01581,Delhi,VILLA,2,68463,FULLY_FURNISHED,False,AIR_CONDITIONING,23.3
TP01582,T01582,Delhi,PG,3,116557,UNFURNISHED,False,POWER_BACKUP,6.6
TP01583,T01583,Delhi,PG,1,51872,UNFURNISHED,True,LIFT,26.8
