property_id,source_record_id,data_source,property_name,property_type,area_locality,city,area_type,size_sqft,bedrooms_bhk,bathrooms,floor,total_floors,furnishing_status,tenant_preferred,point_of_contact,monthly_rent,parking_available,property_age_years,posted_on,rent_per_sqft,estimated_annual_rent,property_age_bucket,amenity_parking,amenity_lift,amenity_gym,amenity_security,amenity_power_backup,amenity_air_conditioning,amenity_wifi,amenity_garden,amenity_count,property_type_data_source,parking_data_source,property_age_data_source
P00694,S04202,real_source,Property_00694,HOUSE,Nalagandla,Hyderabad,Super Area,1730,3,3,7,9,Semi-Furnished,Bachelors/Family,Contact Owner,30000,True,15,2022-05-06,17.34,360000,11-20,False,True,True,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00695,S02878,real_source,Property_00695,APARTMENT,Kalkaji,Delhi,Super Area,200,2,2,1,2,Semi-Furnished,Bachelors/Family,Contact Agent,22000,False,3,2022-06-12,110.0,264000,0-5,False,False,True,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00696,S04143,real_source,Property_00696,VILLA,Kondapur,Hyderabad,Super Area,1950,3,3,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,25000,True,24,2022-05-06,12.82,300000,21+,False,False,False,False,False,False,False,True,1,synthetic,synthetic,synthetic
P00697,S03644,real_source,Property_00697,PG,"Old Pallavaram, Alandur",Chennai,Super Area,850,2,2,1,15,Furnished,Bachelors/Family,Contact Owner,25000,True,6,2022-07-08,29.41,300000,6-10,False,True,True,True,False,False,True,False,4,synthetic,synthetic,synthetic
P00698,S04432,real_source,Property_00698,APARTMENT,"Vanasthalipuram, NH 9",Hyderabad,Super Area,200,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,10000,False,4,2022-07-08,50.0,120000,0-5,False,False,False,True,False,False,False,True,2,synthetic,synthetic,synthetic
P00699,S02055,real_source,Property_00699,PG,Electronic City,Bangalore,Super Area,450,1,1,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,7000,True,5,2022-05-27,15.56,84000,0-5,True,False,False,True,False,True,False,True,4,synthetic,synthetic,synthetic
P00700,S04720,real_source,Property_00700,VILLA,"Netaji Nagar Colony, Langar Houz",Hyderabad,Super Area,1000,2,2,3,4,Semi-Furnished,Bachelors/Family,Contact Owner,17000,True,12,2022-06-25,17.0,204000,11-20,False,False,False,False,False,True,True,False,2,synthetic,synthetic,synthetic
P00701,S01276,real_source,Property_00701,PG,"Alpine, Kandivali East",Mumbai,Carpet Area,1050,3,3,3,62,Unfurnished,Bachelors,Contact Agent,65000,False,2,2022-07-09,61.9,780000,0-5,False,True,False,True,True,True,False,False,4,synthetic,synthetic,synthetic
P00702,S02766,real_source,Property_00702,APARTMENT,Chhattarpur,Delhi,Super Area,200,2,2,3,4,Unfurnished,Bachelors/Family,Contact Owner,15000,True,5,2022-06-30,75.0,180000,0-5,False,False,True,False,False,False,True,True,3,synthetic,synthetic,synthetic
P00703,S00302,real_source,Property_00703,HOUSE,"Pathak Para, Behala",Kolkata,Carpet Area,1200,3,2,0,1,Unfurnished,Bachelors,Contact Owner,15000,True,26,2022-04-29,12.5,180000,21+,True,False,True,True,False,True,True,False,5,synthetic,synthetic,synthetic
P00704,S00638,real_source,Property_00704,APARTMENT,"Bhakti Park, Bhakti Park",Mumbai,Carpet Area,710,2,2,5,18,Semi-Furnished,Bachelors/Family,Contact Agent,60000,False,7,2022-06-08,84.51,720000,6-10,True,True,True,False,False,False,False,True,4,synthetic,synthetic,synthetic
P00705,S00055,real_source,Property_00705,PG,Behala,Kolkata,Carpet Area,600,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,7000,True,8,2022-05-27,11.67,84000,6-10,False,False,True,True,False,False,True,False,3,synthetic,synthetic,synthetic
P00706,S00525,real_source,Property_00706,APARTMENT,Santacruz West,Mumbai,Carpet Area,750,2,2,4,10,Furnished,Bachelors/Family,Contact Agent,70000,True,22,2022-06-14,93.33,840000,21+,False,False,False,False,True,False,False,True,2,synthetic,synthetic,synthetic
P00707,S04569,real_source,Property_00707,HOUSE,"Tellapur, Outer Ring Road",Hyderabad,Super Area,1250,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,13000,True,3,2022-07-02,10.4,156000,0-5,True,False,False,False,True,False,False,False,2,synthetic,synthetic,synthetic
P00708,S04123,real_source,Property_00708,PG,"Khaja Guda, Outer Ring Road",Hyderabad,Super Area,2405,3,4,10,14,Semi-Furnished,Bachelors,Contact Agent,60000,True,4,2022-07-10,24.95,720000,0-5,False,False,True,True,True,False,False,True,4,synthetic,synthetic,synthetic
P00709,S02125,real_source,Property_00709,APARTMENT,"Ittamadu, Banashankari, Outer Ring Road",Bangalore,Carpet Area,1280,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,15000,True,14,2022-05-05,11.72,180000,11-20,False,False,False,False,True,True,False,False,2,synthetic,synthetic,synthetic
P00710,S03287,real_source,Property_00710,APARTMENT,Kolathur,Chennai,Super Area,600,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,4500,False,12,2022-06-22,7.5,54000,11-20,False,False,True,False,False,True,False,False,2,synthetic,synthetic,synthetic
P00711,S00364,real_source,Property_00711,VILLA,Em Bypass South East,Kolkata,Super Area,420,1,1,3,3,Unfurnished,Bachelors,Contact Owner,5000,False,4,2022-06-17,11.9,60000,0-5,True,False,True,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00712,S04621,real_source,Property_00712,HOUSE,Nizampet,Hyderabad,Super Area,1100,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,11000,True,13,2022-05-01,10.0,132000,11-20,False,False,False,True,True,False,False,False,2,synthetic,synthetic,synthetic
P00713,S01646,real_source,Property_00713,HOUSE,Kanakapura Road,Bangalore,Super Area,905,2,2,3,6,Semi-Furnished,Family,Contact Owner,12000,True,24,2022-06-07,13.26,144000,21+,False,False,True,True,False,True,False,False,3,synthetic,synthetic,synthetic
P00714,S00918,real_source,Property_00714,APARTMENT,"Ajmera Treon, Bhakti Park",Mumbai,Carpet Area,994,2,2,2,2,Semi-Furnished,Bachelors/Family,Contact Agent,90000,True,14,2022-06-30,90.54,1080000,11-20,False,False,True,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00715,S02797,real_source,Property_00715,VILLA,Dwarka Sector 9,Delhi,Carpet Area,1100,3,2,3,3,Semi-Furnished,Bachelors/Family,Contact Owner,30000,True,9,2022-07-04,27.27,360000,6-10,False,True,False,False,True,True,True,False,4,synthetic,synthetic,synthetic
P00716,S01531,real_source,Property_00716,HOUSE,Jogupalya,Bangalore,Super Area,1200,2,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,10000,False,16,2022-06-08,8.33,120000,11-20,True,True,True,False,False,False,True,True,5,synthetic,synthetic,synthetic
P00717,S03345,real_source,Property_00717,APARTMENT,Mogappair East,Chennai,Carpet Area,1060,3,2,2,32,Unfurnished,Bachelors,Contact Owner,23000,True,16,2022-06-20,21.7,276000,11-20,False,False,False,False,True,True,False,False,2,synthetic,synthetic,synthetic
P00718,S01906,real_source,Property_00718,HOUSE,Vidyaranyapura,Bangalore,Super Area,1200,2,2,2,3,Semi-Furnished,Bachelors/Family,Contact Owner,8000,True,17,2022-05-27,6.67,96000,11-20,False,True,False,False,False,True,False,False,2,synthetic,synthetic,synthetic
P00719,S03086,real_source,Property_00719,APARTMENT,"Padur, Old Mahabalipuram Road",Chennai,Super Area,1210,2,2,14,29,Semi-Furnished,Bachelors/Family,Contact Owner,13500,True,14,2022-07-06,11.16,162000,11-20,True,False,True,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00720,S04580,real_source,Property_00720,APARTMENT,Dr A.S. Rao Nagar,Hyderabad,Super Area,1600,2,2,1,5,Unfurnished,Bachelors/Family,Contact Owner,12000,True,6,2022-07-06,7.5,144000,6-10,False,False,True,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00721,S02075,real_source,Property_00721,APARTMENT,Benson Town,Bangalore,Carpet Area,1300,3,2,3,4,Semi-Furnished,Bachelors/Family,Contact Agent,35000,False,20,2022-07-09,26.92,420000,11-20,False,False,False,True,True,False,False,True,3,synthetic,synthetic,synthetic
P00722,S00713,real_source,Property_00722,VILLA,"Ahimsa Marg, Mindspace",Mumbai,Carpet Area,650,2,2,4,10,Unfurnished,Family,Contact Agent,38000,True,9,2022-07-07,58.46,456000,6-10,False,False,True,False,True,True,True,False,4,synthetic,synthetic,synthetic
P00723,S01062,real_source,Property_00723,VILLA,"Sheth Montana, Mulund West",Mumbai,Carpet Area,650,2,2,10,20,Semi-Furnished,Bachelors/Family,Contact Agent,50000,True,22,2022-05-14,76.92,600000,21+,False,True,True,False,False,False,True,True,4,synthetic,synthetic,synthetic
P00724,S01976,real_source,Property_00724,APARTMENT,Varthur,Bangalore,Super Area,700,1,2,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,15000,False,22,2022-04-28,21.43,180000,21+,True,False,True,False,False,False,True,True,4,synthetic,synthetic,synthetic
P00725,S01296,real_source,Property_00725,PG,"Conwood Astoria, Goregaon East",Mumbai,Carpet Area,460,1,2,10,25,Semi-Furnished,Bachelors/Family,Contact Agent,33000,True,10,2022-07-09,71.74,396000,6-10,True,False,True,True,False,True,False,True,5,synthetic,synthetic,synthetic
P00726,S00125,real_source,Property_00726,HOUSE,Santoshpur,Kolkata,Super Area,1300,2,2,1,1,Unfurnished,Bachelors/Family,Contact Owner,18000,True,6,2022-04-25,13.85,216000,6-10,False,True,False,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00727,S04632,real_source,Property_00727,APARTMENT,B.S.Maktha,Hyderabad,Super Area,200,1,1,2,5,Unfurnished,Bachelors/Family,Contact Owner,11000,False,21,2022-06-14,55.0,132000,21+,True,False,True,True,True,True,False,False,5,synthetic,synthetic,synthetic
P00728,S03596,real_source,Property_00728,PG,Thandalam,Chennai,Super Area,749,2,2,2,4,Unfurnished,Bachelors/Family,Contact Owner,7000,True,11,2022-04-30,9.35,84000,11-20,True,False,False,False,False,False,False,False,1,synthetic,synthetic,synthetic
P00729,S03283,real_source,Property_00729,APARTMENT,N G O nagar extn ponneri,Chennai,Carpet Area,800,1,1,1,1,Unfurnished,Bachelors/Family,Contact Owner,5000,True,11,2022-05-16,6.25,60000,11-20,True,False,True,True,True,False,False,True,5,synthetic,synthetic,synthetic
P00730,S01603,real_source,Property_00730,APARTMENT,Horamavu,Bangalore,Carpet Area,1000,2,2,1,2,Unfurnished,Bachelors/Family,Contact Owner,13000,True,1,2022-06-30,13.0,156000,0-5,True,False,False,False,True,True,False,False,3,synthetic,synthetic,synthetic
P00731,S00066,real_source,Property_00731,HOUSE,Kasba,Kolkata,Carpet Area,300,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,5000,True,10,2022-07-02,16.67,60000,6-10,True,True,False,False,True,False,True,False,4,synthetic,synthetic,synthetic
P00732,S00232,real_source,Property_00732,HOUSE,Kasba,Kolkata,Super Area,1250,2,2,0,1,Unfurnished,Bachelors/Family,Contact Agent,16000,True,11,2022-06-16,12.8,192000,11-20,False,False,True,True,True,False,True,False,4,synthetic,synthetic,synthetic
P00733,S02156,real_source,Property_00733,APARTMENT,Hsr Layout,Bangalore,Super Area,2000,4,3,0,1,Furnished,Bachelors/Family,Contact Owner,75000,True,10,2022-05-23,37.5,900000,6-10,True,True,False,False,False,True,True,False,4,synthetic,synthetic,synthetic
P00734,S01169,real_source,Property_00734,APARTMENT,Andheri West,Mumbai,Carpet Area,1250,4,4,2,7,Furnished,Family,Contact Agent,90000,True,1,2022-07-06,72.0,1080000,0-5,False,False,False,True,False,True,False,True,3,synthetic,synthetic,synthetic
P00735,S02158,real_source,Property_00735,VILLA,"Jp Nagar Phase 7, J P Nagar",Bangalore,Super Area,500,1,1,3,4,Semi-Furnished,Bachelors/Family,Contact Owner,9000,False,10,2022-04-29,18.0,108000,6-10,False,False,False,False,False,False,True,False,1,synthetic,synthetic,synthetic
P00736,S04206,real_source,Property_00736,VILLA,"Chandanagar, NH 9",Hyderabad,Super Area,925,2,2,2,2,Semi-Furnished,Bachelors/Family,Contact Owner,12000,True,4,2022-06-19,12.97,144000,0-5,False,True,False,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00737,S01493,real_source,Property_00737,PG,Ghatkopar West,Mumbai,Super Area,500,1,1,1,5,Semi-Furnished,Bachelors/Family,Contact Owner,35000,True,12,2022-06-08,70.0,420000,11-20,False,False,False,False,True,False,False,True,2,synthetic,synthetic,synthetic
P00738,S04718,real_source,Property_00738,APARTMENT,Nagole,Hyderabad,Super Area,980,2,2,2,3,Unfurnished,Bachelors/Family,Contact Owner,12000,False,1,2022-07-09,12.24,144000,0-5,True,True,True,False,False,True,False,True,5,synthetic,synthetic,synthetic
P00739,S04007,real_source,Property_00739,APARTMENT,Shivaji Nagar,Hyderabad,Super Area,1500,3,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,18000,True,10,2022-05-06,12.0,216000,6-10,False,False,True,False,True,True,False,False,3,synthetic,synthetic,synthetic
P00740,S02472,real_source,Property_00740,APARTMENT,Gautam Nagar,Delhi,Carpet Area,892,3,2,2,4,Unfurnished,Bachelors/Family,Contact Owner,36000,True,19,2022-06-12,40.36,432000,11-20,False,False,False,True,False,False,True,False,2,synthetic,synthetic,synthetic
P00741,S02660,real_source,Property_00741,HOUSE,"Nirankari Colony, Mukherjee Nagar",Delhi,Super Area,200,2,2,2,4,Unfurnished,Bachelors/Family,Contact Owner,16000,True,3,2022-05-27,80.0,192000,0-5,False,False,True,False,False,True,False,True,3,synthetic,synthetic,synthetic
P00742,S02739,real_source,Property_00742,PG,Rohini Sector 5,Delhi,Super Area,700,1,1,1,5,Semi-Furnished,Bachelors/Family,Contact Owner,20000,True,8,2022-04-27,28.57,240000,6-10,False,True,False,False,True,False,False,False,2,synthetic,synthetic,synthetic
P00743,S01761,real_source,Property_00743,HOUSE,"Kattigenahalli, Bellary Road",Bangalore,Super Area,300,1,1,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,7000,True,26,2022-06-20,23.33,84000,21+,False,True,False,False,False,True,False,False,2,synthetic,synthetic,synthetic
P00744,S03514,real_source,Property_00744,VILLA,Mugalivakkam,Chennai,Super Area,350,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,6500,True,3,2022-05-21,18.57,78000,0-5,False,False,False,False,True,False,True,False,2,synthetic,synthetic,synthetic
P00745,S01975,real_source,Property_00745,HOUSE,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",Bangalore,Carpet Area,300,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,10000,False,7,2022-05-17,33.33,120000,6-10,True,False,False,True,False,True,True,False,4,synthetic,synthetic,synthetic
P00746,S02362,real_source,Property_00746,HOUSE,T Dasarahalli,Bangalore,Super Area,200,1,1,4,5,Unfurnished,Bachelors/Family,Contact Owner,4500,True,17,2022-06-20,22.5,54000,11-20,True,True,True,True,False,False,True,False,5,synthetic,synthetic,synthetic
P00747,S00876,real_source,Property_00747,VILLA,"Imperial Heights, Goregaon West",Mumbai,Carpet Area,2000,4,4,33,42,Furnished,Bachelors,Contact Agent,250000,True,6,2022-06-30,125.0,3000000,6-10,False,True,False,False,False,False,False,False,1,synthetic,synthetic,synthetic
P00748,S03812,real_source,Property_00748,PG,Jalladian Pet,Chennai,Super Area,650,2,2,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,8500,False,6,2022-07-06,13.08,102000,6-10,True,False,True,False,False,False,True,False,3,synthetic,synthetic,synthetic
P00749,S03448,real_source,Property_00749,PG,Kodambakkam,Chennai,Super Area,805,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,15000,False,15,2022-05-06,18.63,180000,11-20,False,False,True,True,False,True,False,True,4,synthetic,synthetic,synthetic
P00750,S01312,real_source,Property_00750,HOUSE,Andheri West,Mumbai,Carpet Area,850,2,2,4,6,Unfurnished,Bachelors/Family,Contact Agent,85000,True,27,2022-06-30,100.0,1020000,21+,True,False,False,False,True,False,True,False,3,synthetic,synthetic,synthetic
P00751,S01460,real_source,Property_00751,APARTMENT,"Hiranandani Gardens Torino, Hiranandani Gardens",Mumbai,Carpet Area,1450,3,3,18,33,Furnished,Family,Contact Agent,140000,True,23,2022-06-16,96.55,1680000,21+,False,False,False,False,False,False,True,True,2,synthetic,synthetic,synthetic
P00752,S02709,real_source,Property_00752,APARTMENT,Najafgarh,Delhi,Super Area,200,1,1,1,2,Unfurnished,Bachelors/Family,Contact Owner,4000,True,20,2022-04-29,20.0,48000,11-20,False,True,False,True,True,True,False,False,4,synthetic,synthetic,synthetic
P00753,S02324,real_source,Property_00753,APARTMENT,Kadabagere,Bangalore,Carpet Area,625,2,2,1,3,Semi-Furnished,Bachelors/Family,Contact Owner,5000,False,18,2022-05-31,8.0,60000,11-20,False,False,False,True,False,True,True,False,3,synthetic,synthetic,synthetic
P00754,S01733,real_source,Property_00754,PG,Electronic City,Bangalore,Super Area,600,1,1,3,5,Semi-Furnished,Bachelors/Family,Contact Owner,6500,False,4,2022-05-27,10.83,78000,0-5,True,False,False,False,True,False,False,False,2,synthetic,synthetic,synthetic
P00755,S01605,real_source,Property_00755,APARTMENT,Magadi Road,Bangalore,Carpet Area,1603,3,3,6,17,Semi-Furnished,Bachelors/Family,Contact Agent,55000,False,12,2022-05-14,34.31,660000,11-20,False,True,False,False,False,False,True,True,3,synthetic,synthetic,synthetic
P00756,S02563,real_source,Property_00756,HOUSE,"Mohan Garden, Razapur Khurd",Delhi,Super Area,600,2,2,4,5,Semi-Furnished,Bachelors/Family,Contact Owner,10000,True,22,2022-05-10,16.67,120000,21+,False,False,False,False,False,True,False,True,2,synthetic,synthetic,synthetic
P00757,S03421,real_source,Property_00757,APARTMENT,Navalur,Chennai,Super Area,1300,3,3,19,19,Furnished,Bachelors/Family,Contact Owner,30000,True,21,2022-06-23,23.08,360000,21+,True,False,False,True,False,False,False,False,2,synthetic,synthetic,synthetic
P00758,S03517,real_source,Property_00758,PG,Thiruverkkadu,Chennai,Super Area,500,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,6800,False,10,2022-05-06,13.6,81600,6-10,True,True,False,False,True,True,True,False,5,synthetic,synthetic,synthetic
P00759,S02397,real_source,Property_00759,APARTMENT,Uttam Nagar,Delhi,Carpet Area,450,2,1,1,4,Unfurnished,Bachelors,Contact Owner,11000,True,19,2022-06-05,24.44,132000,11-20,False,True,True,False,True,True,False,False,4,synthetic,synthetic,synthetic
P00760,S03735,real_source,Property_00760,VILLA,"Manali, Manali High Road",Chennai,Super Area,950,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,9500,True,15,2022-06-25,10.0,114000,11-20,False,True,True,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00761,S02870,real_source,Property_00761,APARTMENT,Shalimar bagh,Delhi,Carpet Area,200,1,1,3,3,Furnished,Bachelors/Family,Contact Agent,13000,False,11,2022-06-30,65.0,156000,11-20,False,True,True,True,False,True,False,False,4,synthetic,synthetic,synthetic
P00762,S01160,real_source,Property_00762,HOUSE,"Windsor Grande Residences, Andheri West",Mumbai,Carpet Area,2308,4,6,9,31,Semi-Furnished,Bachelors/Family,Contact Agent,300000,False,29,2022-06-03,129.98,3600000,21+,True,True,True,True,False,False,False,True,5,synthetic,synthetic,synthetic
P00763,S00242,real_source,Property_00763,APARTMENT,tollygunge Kabardanga,Kolkata,Carpet Area,650,2,1,2,3,Unfurnished,Bachelors/Family,Contact Owner,9000,True,11,2022-04-24,13.85,108000,11-20,False,False,False,False,True,False,False,False,1,synthetic,synthetic,synthetic
P00764,S02590,real_source,Property_00764,PG,Patel Nagar West,Delhi,Carpet Area,512,1,1,1,3,Furnished,Bachelors/Family,Contact Agent,13000,True,5,2022-05-23,25.39,156000,0-5,False,True,True,False,False,True,True,False,4,synthetic,synthetic,synthetic
P00765,S01063,real_source,Property_00765,HOUSE,"Parinee Adney, Borivali West",Mumbai,Carpet Area,680,2,2,12,20,Unfurnished,Bachelors/Family,Contact Agent,35000,True,24,2022-05-27,51.47,420000,21+,True,False,False,True,True,False,False,False,3,synthetic,synthetic,synthetic
P00766,S04324,real_source,Property_00766,APARTMENT,Masab Tank,Hyderabad,Super Area,1100,2,2,2,3,Furnished,Bachelors/Family,Contact Owner,25000,False,12,2022-05-25,22.73,300000,11-20,True,False,False,False,True,True,True,True,5,synthetic,synthetic,synthetic
P00767,S02595,real_source,Property_00767,APARTMENT,Gautam Nagar,Delhi,Super Area,1800,3,3,3,5,Furnished,Bachelors/Family,Contact Owner,100000,True,4,2022-05-10,55.56,1200000,0-5,False,False,False,False,True,False,False,False,1,synthetic,synthetic,synthetic
P00768,S00919,real_source,Property_00768,PG,Virar West,Mumbai,Super Area,520,1,2,6,8,Semi-Furnished,Bachelors/Family,Contact Owner,8000,True,2,2022-05-31,15.38,96000,0-5,False,False,False,True,False,True,False,False,2,synthetic,synthetic,synthetic
P00769,S00005,real_source,Property_00769,APARTMENT,Thakurpukur,Kolkata,Super Area,600,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,7000,False,5,2022-04-29,11.67,84000,0-5,False,True,False,False,False,False,True,False,2,synthetic,synthetic,synthetic
P00770,S00467,real_source,Property_00770,PG,Salt Lake City Sector 5,Kolkata,Carpet Area,400,1,1,0,1,Semi-Furnished,Bachelors/Family,Contact Agent,6500,False,4,2022-07-03,16.25,78000,0-5,False,False,True,False,True,True,True,True,5,synthetic,synthetic,synthetic
P00771,S04170,real_source,Property_00771,PG,"Boduppal, NH 2 2",Hyderabad,Super Area,200,2,2,2,4,Unfurnished,Bachelors/Family,Contact Owner,9500,False,14,2022-06-12,47.5,114000,11-20,True,False,False,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00772,S00003,real_source,Property_00772,APARTMENT,Dumdum Park,Kolkata,Super Area,800,2,1,1,2,Unfurnished,Bachelors/Family,Contact Owner,10000,True,2,2022-07-04,12.5,120000,0-5,True,False,False,True,False,False,False,True,3,synthetic,synthetic,synthetic
P00773,S00645,real_source,Property_00773,APARTMENT,"Dheeraj Swapna Apartment, Pali Hill",Mumbai,Carpet Area,720,2,2,5,7,Unfurnished,Bachelors/Family,Contact Agent,55000,True,13,2022-07-06,76.39,660000,11-20,True,False,True,False,False,True,True,False,4,synthetic,synthetic,synthetic
P00774,S00117,real_source,Property_00774,VILLA,chatana,Kolkata,Carpet Area,400,2,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,7000,True,11,2022-06-10,17.5,84000,11-20,True,True,False,False,False,True,False,False,3,synthetic,synthetic,synthetic
P00775,S02928,real_source,Property_00775,VILLA,Mayur Vihar Phase 1 Extension,Delhi,Carpet Area,1000,3,2,3,4,Unfurnished,Bachelors/Family,Contact Owner,30000,True,12,2022-06-15,30.0,360000,11-20,True,False,True,True,False,False,False,True,4,synthetic,synthetic,synthetic
P00776,S02551,real_source,Property_00776,APARTMENT,Uttam Nagar,Delhi,Super Area,200,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,12000,False,9,2022-05-27,60.0,144000,6-10,False,True,False,False,False,False,True,True,3,synthetic,synthetic,synthetic
P00777,S04289,real_source,Property_00777,APARTMENT,Sainikpuri,Hyderabad,Super Area,200,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,10000,False,11,2022-07-04,50.0,120000,11-20,True,True,False,False,False,True,True,False,4,synthetic,synthetic,synthetic
P00778,S00846,real_source,Property_00778,APARTMENT,"Usha Nagar Society, Bhandup West",Mumbai,Carpet Area,700,2,2,4,12,Furnished,Bachelors/Family,Contact Agent,28000,False,8,2022-05-31,40.0,336000,6-10,True,False,False,True,True,False,False,False,3,synthetic,synthetic,synthetic
P00779,S02762,real_source,Property_00779,PG,Model Town,Delhi,Carpet Area,272,4,4,1,4,Unfurnished,Bachelors/Family,Contact Agent,65000,False,6,2022-07-03,238.97,780000,6-10,True,False,True,False,False,True,True,False,4,synthetic,synthetic,synthetic
P00780,S01141,real_source,Property_00780,PG,"Midas PMGP Mhada Colony, PMGP Colony",Mumbai,Carpet Area,320,1,1,23,23,Unfurnished,Bachelors/Family,Contact Owner,17000,False,15,2022-06-02,53.12,204000,11-20,False,True,True,False,False,False,False,True,3,synthetic,synthetic,synthetic
P00781,S01810,real_source,Property_00781,VILLA,whitefield,Bangalore,Carpet Area,4800,4,4,11,19,Semi-Furnished,Bachelors/Family,Contact Agent,130000,True,10,2022-07-02,27.08,1560000,6-10,False,True,False,True,False,False,True,True,4,synthetic,synthetic,synthetic
P00782,S00723,real_source,Property_00782,APARTMENT,"Kabra Centroid, Santacruz East",Mumbai,Carpet Area,800,2,2,12,14,Semi-Furnished,Bachelors/Family,Contact Agent,65000,True,22,2022-06-25,81.25,780000,21+,True,False,False,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00783,S00224,real_source,Property_00783,APARTMENT,Barrackpore,Kolkata,Carpet Area,680,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,12500,True,23,2022-05-27,18.38,150000,21+,False,True,False,False,False,False,False,False,1,synthetic,synthetic,synthetic
P00784,S04627,real_source,Property_00784,APARTMENT,Manneguda,Hyderabad,Super Area,1200,2,2,0,1,Semi-Furnished,Bachelors/Family,Contact Owner,9000,True,6,2022-05-29,7.5,108000,6-10,True,True,False,False,True,True,True,True,6,synthetic,synthetic,synthetic
P00785,S04208,real_source,Property_00785,APARTMENT,Tarnaka,Hyderabad,Carpet Area,1600,3,3,1,3,Semi-Furnished,Family,Contact Owner,22500,True,11,2022-06-21,14.06,270000,11-20,False,False,False,True,False,False,False,False,1,synthetic,synthetic,synthetic
P00786,S04654,real_source,Property_00786,PG,Hydershakote,Hyderabad,Super Area,450,1,1,1,2,Unfurnished,Bachelors/Family,Contact Owner,5000,False,5,2022-07-06,11.11,60000,0-5,False,True,True,False,False,False,False,False,2,synthetic,synthetic,synthetic
P00787,S02048,real_source,Property_00787,VILLA,whitefield,Bangalore,Carpet Area,5700,4,4,24,25,Semi-Furnished,Bachelors/Family,Contact Agent,250000,True,22,2022-05-31,43.86,3000000,21+,False,True,False,False,True,True,False,False,3,synthetic,synthetic,synthetic
P00788,S04415,real_source,Property_00788,PG,New Nallakunta,Hyderabad,Super Area,200,1,1,1,2,Semi-Furnished,Bachelors/Family,Contact Owner,3000,True,15,2022-06-06,15.0,36000,11-20,False,True,True,True,False,True,False,True,5,synthetic,synthetic,synthetic
P00789,S01573,real_source,Property_00789,APARTMENT,Kempapura Agrahara,Bangalore,Super Area,1200,2,2,0,1,Unfurnished,Bachelors/Family,Contact Owner,12000,False,11,2022-05-23,10.0,144000,11-20,True,True,False,True,True,False,False,False,4,synthetic,synthetic,synthetic
P00790,S01828,real_source,Property_00790,APARTMENT,Bannerghatta Main Road,Bangalore,Super Area,1200,2,2,2,4,Semi-Furnished,Bachelors/Family,Contact Owner,16500,True,5,2022-06-03,13.75,198000,0-5,True,False,False,True,True,False,True,True,5,synthetic,synthetic,synthetic
P00791,S01917,real_source,Property_00791,APARTMENT,Choodasandra,Bangalore,Super Area,600,1,1,0,1,Unfurnished,Bachelors/Family,Contact Owner,6000,False,16,2022-05-19,10.0,72000,11-20,False,False,True,False,False,False,False,True,2,synthetic,synthetic,synthetic
P00792,S04234,real_source,Property_00792,APARTMENT,Camelot Layout,Hyderabad,Carpet Area,1450,2,2,3,3,Unfurnished,Family,Contact Owner,25000,True,5,2022-05-16,17.24,300000,0-5,True,False,True,True,True,False,False,True,5,synthetic,synthetic,synthetic
P00793,S02026,real_source,Property_00793,HOUSE,Ashok Nagar,Bangalore,Carpet Area,800,2,1,9,10,Semi-Furnished,Bachelors/Family,Contact Owner,35000,False,9,2022-05-10,43.75,420000,6-10,True,False,False,False,True,False,True,True,4,synthetic,synthetic,synthetic
